SampleID,t0,t1,max_amp,mean_amp,median_amp,impulses_ch6,impulses_ch5,impulses_ch4,impulses_ch3,impulses_ch2,impulses_ch1,ch6_mean,ch6_median,ch5_mean,ch5_median,ch4_mean,ch4_median,ch3_mean,ch3_median,ch2_mean,ch2_median,ch1_mean,ch1_median
1.1,50.0,70.0,0.008909198885697538,0.0036147518972306164,0.002971637489455412,0,0,5,25,163,619,,,,,0.12732281454295058,0.1385028018693564,0.3489760786267286,0.2708821389165562,0.9253764856910378,0.7607391973005855,3.7015059427641512,3.042956789202342
1.2,70.0,90.0,0.006929271561382901,0.003068877366709084,0.0026196408724870886,0,0,1,18,130,632,,,,,0.11086834498212642,0.11086834498212642,0.267030492057299,0.2504651427681084,0.7856326058775255,0.6706280633566947,3.142530423510102,2.6825122534267787
1.3,90.0,100.0,0.014738589642889478,0.005817317517550675,0.003906245390112088,0,1,5,31,132,313,,,0.05895435857155791,0.05895435857155791,0.17287810340646415,0.16613347859059924,0.4701365524018088,0.42030544191609726,1.4892332844929728,0.9999988198686945,5.956933137971891,3.999995279474778
2.1,120.0,140.0,0.02251868705659361,0.004999135416018829,0.0025500654296637484,0,2,10,46,151,608,,,0.06363969305777492,0.06363969305777492,0.17918920321803208,0.1566839660561493,0.5325892309039784,0.5323950849131611,1.2797786665008202,0.6528167499939196,5.119114666003281,2.6112669999756783
2.2,140.0,155.0,0.015294867364859079,0.004148474353452284,0.0027142696444465413,0,1,5,18,102,452,,,0.061179469459436316,0.061179469459436316,0.15716288589078156,0.12761093521074499,0.44882620441255333,0.40089415028749453,1.1019566308593995,0.7404931863584795,4.248037737935139,2.7794121159132583
2.3,160.0,170.0,0.012363766214190034,0.004824296627893069,0.003407436149708388,0,0,5,25,106,304,,,,,0.1314914014557242,0.14213496654479782,0.33666114404366654,0.22269475974713707,1.2350199367406256,0.8723036543253473,4.940079746962502,3.489214617301389
3.1,190.0,210.0,0.08092784367750303,0.009692426959784317,0.002868807676894805,2,7,28,64,172,583,0.06080744031018411,0.06080744031018411,0.24322976124073645,0.24322976124073645,0.441448845331541,0.19142391714646576,1.3819745058183386,0.6976244318126912,2.481261301704785,0.7344147652850701,9.92504520681914,2.9376590611402804
3.2,215.0,230.0,0.032770825255961894,0.008753788295394267,0.00290944801247943,0,4,25,62,164,454,,,0.08079628146156256,0.08856837289128353,0.2700873697013406,0.23036651619279205,1.0803494788053625,0.9214660647711682,2.2409698036209322,0.7448186911947341,8.963879214483729,2.9792747647789364
3.3,230.0,250.0,0.03208803277246678,0.006276138289586997,0.002792722276254679,0,3,17,48,181,623,,,0.1071418938405515,0.1071418938405515,0.2471681585322912,0.17806900787788554,0.6769427461804194,0.539471569427128,1.6614176702575159,0.7176523074924109,6.426765608537085,2.8597476108847912
4.1,270.0,285.0,0.06172031073150164,0.018726182693238135,0.006076017108297158,1,14,55,111,177,396,0.02145168572537048,0.02145168572537048,0.17170571865724693,0.17632923996524286,0.49949483413315016,0.5725276440979882,1.8303997865667192,1.8315092314078316,4.793902769468962,1.5554603797240725,19.17561107787585,6.22184151889629
4.2,290.0,310.0,0.026521207525888917,0.006349524843329856,0.0039986183445893326,0,3,14,69,203,560,,,0.10608483010355567,0.10608483010355567,0.19159107889524424,0.1853452981915374,0.4825842806020379,0.30204188404782517,1.6830454098745988,1.0604058704342845,6.501913439569773,4.0945851848594765
4.3,310.0,330.0,0.04147336855810919,0.009883412335306409,0.005921182970930924,0,6,34,95,226,594,,,0.13760663928693248,0.15037060433187183,0.3197953385420721,0.22177714901409828,0.9168232305290716,0.5799036326184814,2.634790260819347,1.5911468898954304,10.120614231353763,6.063291362233266
